period,clock,clock_display,game_clock,minutes_left_in_game,actionNumber,actionType,description,qualifier,playerName,scoreHome,scoreAway,shotResult,isFieldGoal,assisted,person_id,assister_id,previous_action,next_action,foulDrawnPersonId,stealPersonId,blockPersonId,players_on,off_players_on,def_players_on,xLegacy,yLegacy,teamId,game_id,date,playoffs,team,opp_team,foul_flag,steal_flag,block_flag,season_year,season_type,defender_id
1,PT11M44.00S,11:44,Q1 11:44,46.266666666666666,7,turnover,M. Smart bad pass TURNOVER (1 TO),[],Smart,0,0,,False,False,203935,,,steal,,1629006.0,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1628379|1629028|1629060|203935|2544,1629006|1630578|1631095|1641708|1642263,,,1610612747,42500171,20260418.0,True,LAL,HOU,0,1,0,2026,Playoffs,
1,PT11M44.00S,11:44,Q1 11:44,46.266666666666666,8,steal,J. Okogie STEAL (1 STL),[],Okogie,0,0,,False,False,1629006,,turnover,foul,,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1629006|1630578|1631095|1641708|1642263,1628379|1629028|1629060|203935|2544,,,1610612745,42500171,20260418.0,True,HOU,LAL,0,0,0,2026,Playoffs,
1,PT11M42.00S,11:42,Q1 11:42,46.3,9,foul,M. Smart shooting personal FOUL (1 PF) (Okogie 2 FT),['2freethrow'],Smart,0,0,,False,False,203935,,steal,freethrow,1629006.0,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1628379|1629028|1629060|203935|2544,1629006|1630578|1631095|1641708|1642263,,,1610612747,42500171,20260418.0,True,LAL,HOU,1,0,0,2026,Playoffs,
1,PT11M42.00S,11:42,Q1 11:42,46.3,11,freethrow,J. Okogie Free Throw 1 of 2 (1 PTS),"['fromturnover', 'fastbreak']",Okogie,0,1,Made,False,False,1629006,,foul,freethrow,,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1629006|1630578|1631095|1641708|1642263,1628379|1629028|1629060|203935|2544,,,1610612745,42500171,20260418.0,True,HOU,LAL,0,0,0,2026,Playoffs,
1,PT11M42.00S,11:42,Q1 11:42,46.3,12,freethrow,J. Okogie Free Throw 2 of 2 (2 PTS),"['fastbreak', 'fromturnover']",Okogie,0,2,Made,False,False,1629006,,freethrow,2pt made,,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1629006|1630578|1631095|1641708|1642263,1628379|1629028|1629060|203935|2544,,,1610612745,42500171,20260418.0,True,HOU,LAL,0,0,0,2026,Playoffs,
1,PT11M20.00S,11:20,Q1 11:20,46.66666666666666,13,2pt,D. Ayton turnaround Hook (2 PTS) (M. Smart 1 AST),['pointsinthepaint'],Ayton,2,2,Made,True,True,1629028,203935.0,freethrow,2pt made,,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1628379|1629028|1629060|203935|2544,1629006|1630578|1631095|1641708|1642263,-15.0,43.0,1610612747,42500171,20260418.0,True,LAL,HOU,0,0,0,2026,Playoffs,1630578
1,PT10M59.00S,10:59,Q1 10:59,45.016666666666666,15,2pt,A. Thompson driving Layup (2 PTS),['pointsinthepaint'],Thompson,2,4,Made,True,False,1641708,,2pt made,2pt made,,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1629006|1630578|1631095|1641708|1642263,1628379|1629028|1629060|203935|2544,0.0,0.0,1610612745,42500171,20260418.0,True,HOU,LAL,0,0,0,2026,Playoffs,1628379
1,PT10M39.00S,10:39,Q1 10:39,45.35,17,2pt,L. Kennard 20' Jump Shot (2 PTS) (L. James 1 AST),[],Kennard,4,4,Made,True,True,1628379,2544.0,2pt made,2pt missed,,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1628379|1629028|1629060|203935|2544,1629006|1630578|1631095|1641708|1642263,-152.0,144.0,1610612747,42500171,20260418.0,True,LAL,HOU,0,0,0,2026,Playoffs,1641708
1,PT10M27.00S,10:27,Q1 10:27,45.55,19,2pt,MISS A. Thompson driving floating Shot,['pointsinthepaint'],Thompson,4,4,Missed,True,False,1641708,,2pt made,rebound,,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1629006|1630578|1631095|1641708|1642263,1628379|1629028|1629060|203935|2544,-44.0,25.0,1610612745,42500171,20260418.0,True,HOU,LAL,0,0,0,2026,Playoffs,1629060
1,PT10M25.00S,10:25,Q1 10:25,45.583333333333336,20,rebound,D. Ayton REBOUND (Off:0 Def:1),[],Ayton,4,4,,False,False,1629028,,2pt missed,2pt made,,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1628379|1629028|1629060|203935|2544,1629006|1630578|1631095|1641708|1642263,,,1610612747,42500171,20260418.0,True,LAL,HOU,0,0,0,2026,Playoffs,
1,PT10M06.00S,10:06,Q1 10:06,45.9,21,2pt,R. Hachimura 18' pullup Jump Shot (2 PTS) (M. Smart 2 AST),[],Hachimura,6,4,Made,True,True,1629060,203935.0,rebound,3pt missed,,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1628379|1629028|1629060|203935|2544,1629006|1630578|1631095|1641708|1642263,98.0,158.0,1610612747,42500171,20260418.0,True,LAL,HOU,0,0,0,2026,Playoffs,1630578
1,PT09M53.00S,09:53,Q1 09:53,44.11666666666667,23,3pt,MISS R. Sheppard 26' step back 3PT,[],Sheppard,6,4,Missed,True,False,1642263,,2pt made,rebound,,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1629006|1630578|1631095|1641708|1642263,1628379|1629028|1629060|203935|2544,60.0,256.0,1610612745,42500171,20260418.0,True,HOU,LAL,0,0,0,2026,Playoffs,203935
1,PT09M51.00S,09:51,Q1 09:51,44.15,24,rebound,J. Smith Jr. REBOUND (Off:1 Def:0),[],Smith Jr.,6,4,,False,False,1631095,,3pt missed,foul,,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1629006|1630578|1631095|1641708|1642263,1628379|1629028|1629060|203935|2544,,,1610612745,42500171,20260418.0,True,HOU,LAL,0,0,0,2026,Playoffs,
1,PT09M50.00S,09:50,Q1 09:50,44.16666666666666,25,foul,L. James personal FOUL (1 PF),[],James,6,4,,False,False,2544,,rebound,3pt missed,1631095.0,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1628379|1629028|1629060|203935|2544,1629006|1630578|1631095|1641708|1642263,,,1610612747,42500171,20260418.0,True,LAL,HOU,1,0,0,2026,Playoffs,
1,PT09M38.00S,09:38,Q1 09:38,44.36666666666667,28,3pt,MISS J. Smith Jr. 27' step back 3PT,['2ndchance'],Smith Jr.,6,4,Missed,True,False,1631095,,foul,rebound,,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1629006|1630578|1631095|1641708|1642263,1628379|1629028|1629060|203935|2544,181.0,213.0,1610612745,42500171,20260418.0,True,HOU,LAL,0,0,0,2026,Playoffs,1629028
1,PT09M38.00S,09:38,Q1 09:38,44.36666666666667,29,rebound,TEAM defensive REBOUND,['team'],,6,4,,False,False,0,,3pt missed,2pt made,,,,1628379|1629006|1629028|1629060|1630578|1631095|1641708|1642263|203935|2544,1628379|1629028|1629060|203935|2544,1629006|1630578|1631095|1641708|1642263,,,1610612747,42500171,20260418.0,True,LAL,HOU,0,0,0,2026,Playoffs,
